genus	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	regulation
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella	1.14094E-05	1.12037E-05	1.3626E-05	3.19183E-05	2.32437E-05	1.91975E-05	0.001120944	0.002830221	0.00044633	0.002399337	0.000577471	0.000333723	0.000462752	0.000288051	0.000159804	0.000251816	0.000186996	0.000548127	0.009435773	0.000511964	0.003148796	0.000393443	0.002261411	0.001889655	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Yersinia	3.5986E-06	2.31893E-06	3.46148E-06	1.27733E-06	5.57903E-06	1.97701E-06	0	0	0	0	0	0	0.002030418	0.002816197	0.000258975	0.005204357	0.001881709	0.002887543	2.12429E-05	1.99278E-05	1.40794E-05	3.31842E-05	1.82437E-05	0.000291377	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Entomomonas	3.69641E-05	1.79717E-05	1.34907E-05	2.40815E-05	1.82807E-05	1.21333E-05	0.000388479	0.000266815	0.000208528	0.00017	0.000142995	0.000158466	0.000633566	0.000199228	0.000553586	0.000170351	0.000103033	0.000462012	0.00085848	0.000581493	0.001556512	0.005075513	0.001561203	0.000343691	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas	0.000648561	0.00065619	0.000745976	0.000755807	0.000683397	0.000687625	0.000136559	5.37057E-05	0.000269553	9.39738E-05	1.55392E-05	1.35012E-05	0.016578294	0.028799649	0.001061553	0.001320039	0.002751832	0.001380351	3.03052E-06	1.79008E-06	1.82066E-06	2.13159E-06	5.93396E-06	6.5062E-06	Esin
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas	0.000327957	0.000326828	0.000345522	0.000338291	0.000363211	0.000364999	0.003290142	0.002486034	0.000981487	0.00084309	0.002059603	0.000293334	1.59827E-05	2.48914E-05	4.09873E-06	4.27776E-06	4.64835E-06	2.77286E-06	5.45727E-06	9.68751E-07	2.01054E-06	6.17426E-07	2.33093E-06	2.92691E-06	no-sig
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_CADAEX01;f_CADAEX01;g_WQTU01	0.000594134	0.000802546	0.00102011	0.000724549	0.000936135	0.000874807	0.000359402	0.000442067	0.000358327	0.000550993	0.001177728	0.000696504	0.000885888	0.000738431	0.0007353	0.000412903	0.000892331	0.00102515	9.53704E-06	2.67459E-06	2.55227E-06	9.4427E-06	3.21455E-06	1.02883E-05	no-sig
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales;f_Sphaerochaetaceae;g_Spiro_02	0.000205097	0.000453466	0.00030846	0.000395583	0.000950221	0.000616428	2.75527E-06	7.86694E-06	1.78916E-06	4.28547E-06	3.84004E-06	6.93492E-06	0.000917751	0.002505791	0.003686819	0.000680975	0.001078189	0.000600068	6.28964E-06	4.03295E-06	3.60222E-06	2.75392E-06	3.9382E-06	6.5062E-06	no-sig
d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Synergistaceae;g_JAJDHV01	0.01252905	0.006239696	0.007153153	0.012070575	0.008953506	0.010622543	0.001553127	0.001827681	0.001441567	0.002449287	0.00157883	0.001748435	0.002309797	0.003354208	0.005074151	0.002763243	0.001742106	0.002460732	0.000322876	7.04082E-05	8.73749E-05	0.000120236	0.000119875	0.000522665	no-sig
d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Synergistaceae;g_JAJDJB01	0.000390153	0.000540041	0.002475655	0.000964989	0.000717639	0.000864561	0.003337492	0.001203262	0.000172568	0.000518293	0.00022538	0.000162153	0.002226475	0.001500449	0.002567684	0.001015366	0.005271258	0.002929125	1.00411E-05	4.28567E-06	4.0881E-06	3.78296E-06	4.85229E-06	1.27744E-05	no-sig
d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Synergistaceae;g_unclassify_f_Synergistaceae	0.000965584	0.000600158	0.000808503	0.001072698	0.001009638	0.001059736	0.00010917	0.000151852	0.000109379	0.000240129	0.000134062	0.000139349	0.000303628	0.000809368	0.000643957	0.000389713	0.000313969	0.00040796	0.001363937	0.000428377	0.000439186	0.000563088	0.000641576	0.003026954	no-sig
d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellia;o_LD1_PB3_B;f_Lenti_01;g_Lenti_01	0.000624473	0.001684137	0.001377431	0.001968358	0.002043323	0.001986609	1.46267E-06	3.00648E-06	1.158E-06	2.1463E-06	1.27687E-06	2.66107E-06	0.001054917	0.000722865	0.00144879	0.000609397	0.004979761	0.000751725	0	0	0	0	0	0	no-sig
d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_Victivallaceae;g_UBA5239	0.000329812	0.000366735	0.000823149	0.000371659	0.000344695	0.000378265	0.000440938	0.001181961	0.000449277	0.000391711	0.00059645	0.000866289	0.002081526	0.001419058	0.002813309	0.001441635	0.00176965	0.002720498	0.000298896	0.000312085	0.000272568	0.000128229	0.000358536	0.000344441	no-sig
d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_Akkermansia	0.000540303	0.000569554	0.0006315	0.000573336	0.000604335	0.00044523	0.001468747	0.004671591	0.003225124	0.001175432	0.003358059	0.002627776	0.005704166	0.017489291	0.006499894	0.007178316	0.008134984	0.00545226	0.005146614	0.00562958	0.004903665	0.000833555	0.006345461	0.001437492	Esin
d_Bacteria;p_unclassify_d_Bacteria;c_unclassify_d_Bacteria;o_unclassify_d_Bacteria;f_unclassify_d_Bacteria;g_unclassify_d_Bacteria	0.006082302	0.004669221	0.004725564	0.005739847	0.005265649	0.005363409	0.002307906	0.002436593	0.001902878	0.00217359	0.003913884	0.002959886	0.005626088	0.004440426	0.004831506	0.005259719	0.003998342	0.003995933	0.001884829	0.001812944	0.001675101	0.000983829	0.001770598	0.003179171	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pseudocitrobacter	0	0	0	0	0	0	0.010109657	0.00208247	0.000878164	0.002672374	0.000741297	0.000593339	0.004680219	0.003144125	0.001782233	0.002397174	0.004939323	0.018138243	0.000433247	5.85147E-05	0.000292288	3.23071E-05	0.000149096	0.000144706	no-sig
d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_CAIRAY01	0	0	0	0	0	0	0.001841198	0.002498426	7.51708E-05	0.007401382	0.000190598	0.003207642	0	0	0	0	0	0	7.50302E-07	6.79179E-07	6.53427E-07	5.39023E-07	3.73253E-07	7.05279E-07	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Parazoarcus	0	0	0	0	0	0	0.032198097	0.000196082	0.000413155	0.000339158	0.000129906	8.96356E-05	2.01302E-05	9.0192E-06	0.000137214	8.4932E-06	9.24389E-06	8.59856E-06	0	0	0	0	0	0	no-sig
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium	0	0	0	0	0	0	5.23841E-07	5.56198E-07	7.51134E-07	5.91837E-07	1.43236E-06	9.15824E-07	0.002230352	0.002397746	0.003630695	0.001579645	0.004714887	0.007408644	7.97196E-07	5.15965E-07	4.24448E-07	8.33035E-08	1.15785E-06	3.70272E-07	no-sig
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Tsukamurella	0	0	0	0	0	0	0	0	0	0	0	0	0.001548962	0.001372191	0.00157325	0.001295936	0.002262446	0.006873127	0	0	0	0	0	0	no-sig
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_ML615J_28;f_CAG_313;g_HGM10611	0	0	0	0	0	0	0	0	0	0	0	0	0.000796751	0.001137345	0.003964139	0.000464622	0.000845695	0.005607196	0	0	0	0	0	0	no-sig
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Serratia	0	0	0	0	0	0	0.001283553	0.000684454	0.000446377	0.000584914	0.000498875	0.00038941	0.005385623	0.001979054	0.001629467	0.000396654	0.00081034	0.002031914	0.011505645	0.000219164	0.000937449	0.000123471	0.000989981	0.000361465	no-sig
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga	0	0	0	0	0	0	0	0	0	0	0	0	0.0059187	0.005238053	0.004714727	0.003916988	0.007543182	0.009098016	0	0	0	0	0	0	Esin
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia	0	0	0	0	0	0	3.44919E-06	3.85831E-06	3.12972E-06	1.6329E-06	2.11084E-06	2.13116E-06	0.005379691	0.005567206	0.007724582	0.006237338	0.010058341	0.011636329	1.00822E-06	9.63486E-07	6.53427E-07	3.57715E-07	6.32245E-07	2.06294E-06	Esin
