species	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_Caldilinea;s_Caldilinea_sp903879975	0	0	0	0	0	0	0	0	0	0	0	0	197	180	314	248	272	223	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Pseudodesulfovibrio;s_Pseudodesulfovibrio_oxyclinae	0	0	0	0	0	0	1173	341	361	194	603	551	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas_sp900100485	0	0	0	0	0	0	0	0	0	0	0	0	389	182	778	120	315	439	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_CAJLXD01;s_unclassify_g_CAJLXD01	0	0	0	0	0	0	0	0	0	0	0	0	58411	73839	101026	69087	39733	32310	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS172;s_UMGS172_sp949295415	0	0	0	0	0	0	0	0	0	0	0	0	197	293	107	191	321	336	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	332	371	958	739	310	403	243	148	165	95	106	49
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Chryseobacterium;s_Chryseobacterium_gambrini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	98	105	76	62	161
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_RF32;f_CAG-977;g_CAG-977;s_CAG-977_sp900768845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	367	303	52	177	153
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA5905;s_UBA5905_sp017442265	0	0	0	0	0	0	1689	4360	354	314	812	1077	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pigmentiphaga;s_Pigmentiphaga_sp001898625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	158	105	19	64	46
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_UMGS1045;s_UMGS1045_sp934120015	0	0	0	0	0	0	252	946	144	409	177	317	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus_qingshengii	0	0	0	0	0	0	0	0	0	0	0	0	96	105	111	160	117	314	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Atopococcus;s_Atopococcus_tabaci	0	0	0	0	0	0	0	0	0	0	0	0	139	175	204	376	193	271	0	0	0	0	0	0
d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola;s_Bruticola_sp900313515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	34	55	24	32	33
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas_sp001421715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	448	302	100	186	103
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JALCQC01;s_JALCQC01_sp022650895	0	0	0	0	0	0	0	0	0	0	0	0	9521	6348	107806	10783	7299	13146	20	24	23	15	46	4
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_HGM10766;s_HGM10766_sp947624705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31525	46030	43981	25949	25504	18805
d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_JAQYVK01;s_JAQYVK01_sp030145585	0	0	0	0	0	0	0	0	0	0	0	0	372	372	437	222	1349	1032	0	0	0	0	0	0
d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_QWHO01;g_QWHO01;s_QWHO01_sp021404945	0	0	0	0	0	0	0	0	0	0	0	0	39	29	55	48	34	42	0	0	0	0	0	0
d_Bacteria;p_Myxococcota;c_UBA796;o_UBA796;f_CAJQPC01;g_unclassify_f_CAJQPC01;s_unclassify_f_CAJQPC01	0	0	0	0	0	0	0	0	0	0	0	0	241	258	391	294	281	323	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_SMXQ01;f_SMXQ01;g_JACZQV01;s_JACZQV01_sp022566265	0	0	0	0	0	0	0	0	0	0	0	0	980	1073	1002	1197	866	1023	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_JACXVD01;s_JACXVD01_sp024236195	0	0	0	0	0	0	0	0	0	0	0	0	61	58	115	79	103	85	0	0	0	0	0	0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_Occallatibacter;s_Occallatibacter_sp021781795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	142	149	50	93	58
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Novisyntrophococcus;s_unclassify_g_Novisyntrophococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	22	29	20	47	20
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mobilitalea;s_Mobilitalea_sp012519565	0	0	0	0	0	0	0	0	0	0	0	0	171	174	188	161	159	228	0	0	0	0	0	0
d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_UBA1845;f_UBA1845;g_UBA1845;s_UBA1845_sp029260015	0	0	0	0	0	0	169	1302	118	306	190	704	0	0	0	0	0	0	98	95	61	19	56	88
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_1XD8-76;s_1XD8-76_sp910578085	0	0	0	0	0	0	0	0	0	0	0	0	326	354	407	260	831	789	222	213	182	104	167	324
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Mycoplasmatales;f_Metamycoplasmataceae;g_Mycoplasma_K;s_Mycoplasma_K_sp024244685	0	0	0	0	0	0	0	0	0	0	0	0	104	128	161	147	20	42	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Avibacteroides;s_Avibacteroides_excrementipullorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	6556	7710	435	3842	386
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Agathobaculum;s_Agathobaculum_stercoravium	0	0	0	0	0	0	838	1342	2362	494	4234	5662	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium_immunogenum	0	0	0	0	0	0	0	0	0	0	0	0	460	319	769	406	1259	5329	0	0	0	0	0	0
d_Bacteria;p_Patescibacteria;c_Dojkabacteria;o_J137;f_J137;g_CALDYZ01;s_CALDYZ01_sp937944235	0	0	0	0	0	0	0	0	0	0	0	0	144	154	194	149	193	161	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_RUG708;s_RUG708_sp900321625	0	0	0	0	0	0	118	224	198	114	517	225	2812	770	963	603	537	586	0	0	0	0	0	0
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_Anaeromusales;f_Anaeromusaceae;g_Anaeromusa;s_Anaeromusa_acidaminophila	0	0	0	0	0	0	70	33	58	34	72	86	0	0	0	0	0	0	129	203	181	69	100	156
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Pseudonocardiaceae;g_Pseudonocardia;s_Pseudonocardia_oceani	0	0	0	0	0	0	0	0	0	0	0	0	38	64	75	115	45	118	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Coproplasma;s_Coproplasma_sp949290575	0	0	0	0	0	0	0	0	0	0	0	0	72	283	165	70	72	159	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Puia;s_Puia_sp030546645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	348	70	16	155	159
d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Marinisomatales;f_UBA1611;g_UBA1611;s_UBA1611_sp002321855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	64	106	6	64	14
d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_unclassify_g_Methanosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	140	191	53	78	452
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_UBA1952;s_unclassify_g_UBA1952	0	0	0	0	0	0	15	33	262	49	485	57	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alicycliphilus;s_Alicycliphilus_denitrificans	0	0	0	0	0	0	744	604	1076	597	1595	1530	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Telluria;s_Telluria_sp006715485	0	0	0	0	0	0	391	904	1933	409	2264	528	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Huintestinicola;s_Huintestinicola_sp022787085	0	0	0	0	0	0	0	0	0	0	0	0	1953	1808	2289	6393	2148	3484	0	0	0	0	0	0
d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_SZUA-425;s_SZUA-425_sp003245675	0	0	0	0	0	0	0	0	0	0	0	0	8829	9343	14471	10316	10351	10208	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Agrilactobacillus;s_Agrilactobacillus_sp022484695	0	0	0	0	0	0	420	1766	267	454	1353	2340	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Asgardarchaeota;c_Jordarchaeia;o_Jordarchaeales;f_unclassify_o_Jordarchaeales;g_unclassify_o_Jordarchaeales;s_unclassify_o_Jordarchaeales	0	0	0	0	0	0	262	955	185	596	456	1700	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_JAKVBY01;s_JAKVBY01_sp022446825	0	0	0	0	0	0	143	148	28	38	217	84	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Olivibacter;s_Olivibacter_jilunii	0	0	0	0	0	0	0	0	0	0	0	0	95	140	142	135	108	1086	73	66	157	21	70	39
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_Aristaeellaceae;g_Aristaeella;s_Aristaeella_sp017469265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	650	388	69	398	70
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS1976;s_UMGS1976_sp017381515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	210	147	49	296	49
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAGOPY01;g_unclassify_f_JAGOPY01;s_unclassify_f_JAGOPY01	0	0	0	0	0	0	807	3078	7324	2070	21496	1816	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia;s_Gordonia_spumicola	0	0	0	0	0	0	0	0	0	0	0	0	1313	1345	2018	1651	1962	2451	0	0	0	0	0	0
d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_JAFGNB01;s_JAFGNB01_sp016930275	0	0	0	0	0	0	0	0	0	0	0	0	28	38	41	34	54	35	0	0	0	0	0	0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia_propionica_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	286	220	48	196	102
d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfurivibrionaceae;g_UBA5123;s_UBA5123_sp030145325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	51	12	8	5
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Christensenellales;f_DTU072;g_Stercoripulliclostridium_A;s_Stercoripulliclostridium_A_sp944363505	0	0	0	0	0	0	38	86	33	73	45	43	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfotignum;s_Desulfotignum_sp937951975	0	0	0	0	0	0	28	83	18	39	34	29	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema_F;s_Treponema_F_sp944389965	0	0	0	0	0	0	73	209	87	35	651	74	0	0	0	0	0	0	0	0	0	0	0	0
d_Archaea;p_Asgardarchaeota;c_Heimdallarchaeia;o_Heimdallarchaeales;f_Kariarchaeaceae;g_unclassify_f_Kariarchaeaceae;s_unclassify_f_Kariarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	819	421	312	677	412	478	0	0	0	0	0	0
d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01;g_WJLO01;s_WJLO01_sp014728425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	323	353	39	137	13
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium_sp015550425	0	0	0	0	0	0	6205	2862	3649	1660	3054	2861	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_RGIG3009;s_unclassify_g_RGIG3009	0	0	0	0	0	0	193	294	187	179	1132	383	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Bact-08;s_Bact-08_sp009929175	0	0	0	0	0	0	0	0	0	0	0	0	157	619	58	35	4102	289	350	3545	3749	520	2090	246
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Serratia_L;s_unclassify_g_Serratia_L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4393	51	107	28	123	53
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium;s_Bradyrhizobium_lablabi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	31	20	8	15	11
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Achromobacter;s_Achromobacter_xylosoxidans_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	271	115	53	172	367
d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_4572-78;f_J111;g_JAGRBY01;s_JAGRBY01_sp020433805	0	0	0	0	0	0	0	0	0	0	0	0	12	24	26	31	18	32	0	0	0	0	0	0
d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Breznakiellaceae;g_WQXQ01;s_WQXQ01_sp031286205	0	0	0	0	0	0	0	0	0	0	0	0	211	220	328	184	272	248	15	7	27	7	21	40
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfomicrobiaceae;g_Thermodesulfomicrobium;s_Thermodesulfomicrobium_sp027925145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	59	25	4	31	47
d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_Peribacterales;f_Peribacteraceae;g_JAGOTD01;s_JAGOTD01_sp937863435	0	0	0	0	0	0	196	655	1282	1295	169	200	0	0	0	0	0	0	92	589	386	58	416	16
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria_sp028686475	0	0	0	0	0	0	0	0	0	0	0	0	96	141	178	135	140	167	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_DFXE01;s_DFXE01_sp031267205	0	0	0	0	0	0	197	228	557	574	285	1487	800	925	1157	702	1147	1312	537	1511	1572	754	1154	605
d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae;g_CAIPTY01;s_CAIPTY01_sp903868145	0	0	0	0	0	0	627	67	44	370	34	87	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus_shinii	0	0	0	0	0	0	0	0	0	0	0	0	298	77	161	146	224	65	0	0	0	0	0	0
d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_UBA7805;g_JAIOPX01;s_JAIOPX01_sp021413585	0	0	0	0	0	0	0	0	0	0	0	0	59	195	96	156	78	132	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_JAKSSK01;s_JAKSSK01_sp024403135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	776	949	357	487	405
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia_sp003854275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	20	46	63	51	232
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor_sp947631615	0	0	0	0	0	0	334	755	2524	554	1832	908	2566	1108	1672	1952	2169	1923	0	0	0	0	0	0
d_Bacteria;p_Desulfobacterota;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_JAFGBU01;s_JAFGBU01_sp016932995	0	0	0	0	0	0	27	75	510	70	193	98	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_UBA3830;f_UBA3830;g_JAIRZM01;s_JAIRZM01_sp031288395	0	0	0	0	0	0	4249	1643	1805	615	1071	1558	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pusillimonas_A;s_Pusillimonas_A_sp012744285	0	0	0	0	0	0	7237	439	476	242	393	371	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales;f_CSP1-4;g_UBA5189;s_UBA5189_sp005889475	0	0	0	0	0	0	0	0	0	0	0	0	105	144	101	117	189	177	0	0	0	0	0	0
d_Bacteria;p_Cyanobacteriota;c_Vampirovibrionia;o_Gastranaerophilales;f_Gastranaerophilaceae;g_CAG-196;s_CAG-196_sp900549855	0	0	0	0	0	0	0	0	0	0	0	0	77	65	333	53	57	262	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium_sp023457255	0	0	0	0	0	0	783	10239	3131	5751	6053	1096	0	0	0	0	0	0	6164	1242	1391	29753	959	19844
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_Acholeplasmatales;f_Acholeplasmataceae;g_UBA2284;s_UBA2284_sp021736335	0	0	0	0	0	0	0	0	0	0	0	0	185	167	322	145	133	153	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590;s_CAG-590_sp023664325	0	0	0	0	0	0	159	1080	551	265	482	617	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Sediminicola;s_Sediminicola_sp022008415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	201	211	35	86	31
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter_cryoconitis_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	858	55	183	57	20
d_Bacteria;p_Bacillota_C;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	2502	1248	2067	1154	1794
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_RF39;f_UBA660;g_CAKPCJ01;s_CAKPCJ01_sp948467605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	63	297	25	61	22
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Agriterribacter;s_Agriterribacter_sp934502905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	84	73	26	53	12
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Acidiferrobacterales;f_Sulfurifustaceae;g_unclassify_f_Sulfurifustaceae;s_unclassify_f_Sulfurifustaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	16	12	3	63
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Pseudonocardiaceae;g_Pseudonocardia;s_Pseudonocardia_humida	0	0	0	0	0	0	0	0	0	0	0	0	66	78	101	68	99	79	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus_sp947177755	0	0	0	0	0	0	0	0	0	0	0	0	501	464	879	412	1246	515	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Scybalenecus;s_Scybalenecus_sp900540085	0	0	0	0	0	0	526	1220	553	575	2891	3014	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium_comscasis	0	0	0	0	0	0	576	422	853	373	3294	483	0	0	0	0	0	0	546	459	375	176	257	439
d_Bacteria;p_Bacillota_A;c_Clostridia;o_UBA1381;f_UBA1381;g_Avimonoglobus;s_Avimonoglobus_intestinipullorum	0	0	0	0	0	0	0	0	0	0	0	0	617	1106	1157	379	1220	760	0	0	0	0	0	0
d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GWE2-29-8;g_JAUZOY01;s_JAUZOY01_sp030706235	0	0	0	0	0	0	0	0	0	0	0	0	316	3298	103	673	62	63	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_SIG627;g_RGIG5579;s_RGIG5579_sp017508505	0	0	0	0	0	0	215	52	31	71	64	229	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Aliarcobacter;s_Aliarcobacter_sp947629065	0	0	0	0	0	0	9504	332	467	232	325	306	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_QNZT01;g_JANTGR01;s_JANTGR01_sp024762875	0	0	0	0	0	0	65	34	18	77	22	9	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Fertoeibacter;s_Fertoeibacter_niger	0	0	0	0	0	0	138	283	122	163	601	328	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_I;c_Bacilli_A;o_ML615J-28;f_CAG-698;g_JAAYBG01;s_JAAYBG01_sp028691715	0	0	0	0	0	0	0	0	0	0	0	0	1581	1513	2484	4311	1889	2324	58	28	73	41	79	4
d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas_sp023418595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	269	130	42	93	436
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS1474;s_UMGS1474_sp900552115	0	0	0	0	0	0	0	0	0	0	0	0	529	419	374	375	246	710	141	122	108	37	80	60
d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Thalassomonas;s_Thalassomonas_actiniarum	0	0	0	0	0	0	0	0	0	0	0	0	266	1268	3151	273	1513	1023	4	4	18	0	5	33
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_UBA12327;f_UBA12327;g_UBA12327;s_UBA12327_sp003529305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	18	37	40	24	83
d_Bacteria;p_Cyanobacteriota;c_Vampirovibrionia;o_Obscuribacterales;f_Obscuribacteraceae;g_JADYXR01;s_JADYXR01_sp021772095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	704	582	179	470	253
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_suimastitidis	0	0	0	0	0	0	0	0	0	0	0	0	4155	4957	14470	5356	4605	7669	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Acetivibrionales;f_DSM-27016;g_Ruminiclostridium;s_Ruminiclostridium_sp023391425	0	0	0	0	0	0	789	654	225	38	229	419	0	0	0	0	0	0	113	209	100	24	62	32
