species	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp029224465	295	133	271	132	139	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp030524225	693	308	382	136	151	126	1173	2706	1232	437	1732	553	134	197	349	176	191	295	623	481	476	1748	256	357
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp900625025	170	200	183	50	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp902767235	1434	1095	306	383	295	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp902781655	370	274	924	368	664	781	30	362	105	322	223	165	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp902783385	520	310	235	133	175	182	146	198	476	129	194	703	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp902796425	27225	8527	8226	4401	4429	3141	0	0	0	0	0	0	526	1021	451	709	340	451	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp902801585	452	140	182	209	199	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-791;s_CAG-791_sp905235465	17218	8962	8106	6235	5056	5101	0	0	0	0	0	0	0	0	0	0	0	0	129	181	204	36	67	48
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-882;s_CAG-882_sp000435595	2704	1227	932	534	656	624	0	0	0	0	0	0	0	0	0	0	0	0	385	523	327	144	467	63
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAJJNI01;s_CAJJNI01_sp905193085	2608	862	730	389	429	378	0	0	0	0	0	0	0	0	0	0	0	0	1625	845	730	281	607	550
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAJJNI01;s_CAJJNI01_sp949743325	5218	3062	3800	3734	5121	7364	1603	3336	2938	2076	2217	3330	626	1410	1220	909	696	872	600	343	1211	332	1987	230
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAJMNU01;s_CAJMNU01_sp030524485	2249	857	716	598	570	472	0	0	0	0	0	0	0	0	0	0	0	0	293	299	284	158	118	254
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAJMNU01;s_CAJMNU01_sp030524675	862	1242	619	418	734	698	775	664	3068	631	839	753	97	185	136	310	85	59	120	166	250	53	70	82
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAKRHR01;s_CAKRHR01_sp022770525	8390	6901	3668	1590	2509	2169	4464	7324	10891	4596	10903	6589	294	200	226	300	121	320	221	638	2243	74	164	99
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAKRHR01;s_CAKRHR01_sp934339005	3425	983	745	477	399	243	0	0	0	0	0	0	202	241	7461	195	224	217	330	468	414	115	244	90
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CALWLY01;s_CALWLY01_sp944381635	757	235	370	218	313	302	1174	328	2051	206	2635	440	0	0	0	0	0	0	1321	5478	3824	918	10574	254
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAMJWQ01;s_CAMJWQ01_sp946409475	299	171	324	213	354	315	1109	3158	4542	1182	1561	638	0	0	0	0	0	0	196	289	217	203	108	547
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CANQDT01;s_CANQDT01_sp947593735	369	286	345	170	305	374	0	0	0	0	0	0	224	171	210	273	174	199	182	144	186	304	205	88
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CANQHX01;s_CANQHX01_sp947623905	1336	826	860	448	629	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CANQSA01;s_CANQSA01_sp947626415	69543	46411	45085	31754	35059	34211	0	0	0	0	0	0	34247	18043	20916	131470	26327	9680	5291	3866	2715	1118	2442	1105
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CANQUC01;s_CANQUC01_sp947625135	2220	1624	1893	779	1559	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CANRGO01;s_CANRGO01_sp947630125	607	214	360	110	285	237	0	0	0	0	0	0	75	285	189	277	127	410	1052	1047	1510	4251	648	1586
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CHH4-2;s_CHH4-2_sp002899675	9251	5810	8327	2791	3237	2931	2655	2350	3942	1577	4398	2643	2713	4313	2502	5791	3213	3190	1664	2544	2943	2739	1658	2095
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CHH4-2;s_CHH4-2_sp018378255	115178	73374	35140	20764	26018	16499	13772	21923	32484	49662	23416	15593	3035	5616	3211	6603	3468	3121	4904	4487	3780	5781	4315	4478
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CHH4-2;s_CHH4-2_sp018785315	701	387	486	366	619	565	1475	2084	2897	1371	6037	3537	1987	2639	2657	3819	2667	2231	6029	13851	16669	1528	5927	3438
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp000403335	307	410	321	149	245	335	677	1140	6161	246	227	245	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp002491195	1116	1050	1013	653	759	1277	0	0	0	0	0	0	0	0	0	0	0	0	278	1020	975	221	1375	65
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp009774245	5666	3060	2925	1621	1885	1937	568	862	982	486	1968	1276	13005	13450	19847	20573	14720	12717	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp021770755	649	350	228	156	119	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp029067205	2950	2096	1650	605	684	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp029068555	11953	2307	2617	3745	5397	6903	0	0	0	0	0	0	38	62	226	167	26	17	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp900753305	551	353	495	228	441	513	0	0	0	0	0	0	0	0	0	0	0	0	123	61	111	782	64	89
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp910586715	1472	1467	667	401	648	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp945864145	203	1417	223	166	197	212	0	0	0	0	0	0	0	0	0	0	0	0	260	276	171	31	94	12
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp947175845	94	16	37	28	24	65	0	0	0	0	0	0	0	0	0	0	0	0	128	283	156	65	135	103
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp947177165	1326	430	440	215	410	289	1056	857	650	4298	3052	1338	1006	1702	1053	1621	4514	2140	133	126	239	49	134	73
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp947178145	2471	947	1018	851	1112	1220	0	0	0	0	0	0	0	0	0	0	0	0	377	1240	827	277	582	446
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1_sp949066965	4239	2077	2543	2553	2382	2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccomorpha;s_Caccomorpha_excrementavium	1333	580	436	250	259	212	629	1326	3333	2820	897	1006	195	287	559	721	464	410	1663	450	597	9353	551	50042
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccomorpha;s_Caccomorpha_sp944380155	747	279	467	276	232	175	0	0	0	0	0	0	0	0	0	0	0	0	201	297	391	92	282	83
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_excrementipullorum	1938	884	1209	710	590	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp009774615	516	88	428	115	107	106	185	301	363	231	565	848	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp022796475	1399	683	708	337	376	451	119	163	680	3148	852	292	0	0	0	0	0	0	237	341	319	537	397	99
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp030524635	119	130	236	101	132	189	410	265	185	99	327	492	220	366	297	256	468	682	437	496	652	223	493	266
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp030536455	1834	3006	2087	1283	1427	1676	0	0	0	0	0	0	0	0	0	0	0	0	522	923	534	617	204	577
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp910585635	581	555	892	823	747	1191	0	0	0	0	0	0	168	138	141	94	127	241	79	147	399	65	95	54
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp946553025	408	312	565	314	363	339	0	0	0	0	0	0	959	1063	2808	2555	921	785	697	227	393	208	325	426
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Caccovicinus;s_Caccovicinus_sp951800145	3526	1711	2459	2388	3031	2840	0	0	0	0	0	0	1182	1668	936	2811	1242	1234	112	102	285	131	83	220
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catenibacillus;s_Catenibacillus_scindens	2778	2568	2470	1098	1784	2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catenibacillus;s_Catenibacillus_sp018369015	3801	2625	2364	1061	1132	1200	2034	20179	2686	4795	2499	2525	1875	2349	2046	9497	1703	1566	1225	717	1239	643	575	470
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catenibacillus;s_Catenibacillus_sp900553975	16424	21269	15008	5276	6126	5028	1273	1361	1521	1284	493	1279	289	244	273	200	246	275	924	672	917	1302	549	286
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catenibacillus;s_Catenibacillus_sp902363555	12026	14382	11593	5020	4880	4773	3190	4658	12904	1354	1688	958	964	1003	796	1117	3239	2890	1474	2342	2272	2112	1773	1205
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catenibacillus;s_unclassify_g_Catenibacillus	2330	2203	1669	732	847	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catonella;s_Catonella_sp902783375	8831	6024	4397	3404	5664	5396	0	0	0	0	0	0	320	229	348	261	466	361	116	189	89	10	113	37
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Catonella;s_Catonella_sp916439065	1362	1114	2043	1580	1471	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_intestinigallinarum	3303	1014	2203	770	2042	1525	0	0	0	0	0	0	0	0	0	0	0	0	612	625	483	345	230	271
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp003612585	1191	1144	1196	726	908	1119	668	2165	3216	1955	2938	1521	166	218	284	219	141	301	1803	440	413	416	581	547
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp004557975	772	722	739	419	600	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp020859965	53	40	154	98	73	70	1345	4463	4693	2169	8940	4607	1049	311	287	984	655	441	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp020859985	4703	424	725	938	1019	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp020860365	1712	1017	1676	1518	2160	2200	0	0	0	0	0	0	0	0	0	0	0	0	12251	951	2092	74433	1336	50564
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp021199655	397	425	493	282	564	539	104	418	191	280	286	363	0	0	0	0	0	0	46	149	208	33	140	19
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp021201665	172	45	85	149	163	107	930	1539	1338	573	4811	1241	0	0	0	0	0	0	507	217	285	176	291	159
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp021202075	606	396	584	445	560	712	894	2200	741	262	339	467	0	0	0	0	0	0	96	129	98	6	29	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp021771715	184	88	118	121	114	117	0	0	0	0	0	0	0	0	0	0	0	0	304	1281	803	365	2329	108
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp029225485	637	399	465	321	479	482	0	0	0	0	0	0	0	0	0	0	0	0	91	147	100	50	92	17
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947588845	443	276	688	1044	576	332	0	0	0	0	0	0	0	0	0	0	0	0	4871	4989	7474	2512	3491	1449
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947591155	933	190	440	235	266	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947626965	687	1093	486	227	539	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947627245	7008	2220	6614	1864	2611	7127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia_sp947627365	819	960	878	395	271	359	0	0	0	0	0	0	0	0	0	0	0	0	232	316	553	97	491	79
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp002316215	2233	1157	841	705	1114	726	0	0	0	0	0	0	347	458	575	4777	622	521	342	352	760	227	952	87
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp017420605	295	198	343	262	281	458	0	0	0	0	0	0	0	10	79	27	43	13	2189	3526	3762	1136	2925	1346
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp018065025	10554	3494	4393	2789	2195	1729	0	0	0	0	0	0	7659	3122	1625	1086	6275	8494	489	744	186	91	291	49
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp030526195	2137	1080	1507	916	1190	1316	0	0	0	0	0	0	497	487	527	322	859	1215	129	173	197	38	128	101
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp900319795	1476	991	1351	783	966	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp902766955	531	645	203	130	168	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Chordicoccus;s_Chordicoccus_sp902803635	2756	1187	1991	781	1196	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_AI;s_Clostridium_AI_populeti	1639	367	584	423	390	277	1178	1832	1306	1865	881	1325	0	0	0	0	0	0	8404	723	1415	50743	1460	33571
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_AI;s_Clostridium_AI_sp002297865	374	476	505	598	278	344	711	1898	1045	1233	1015	536	519	655	1158	1132	524	639	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_AP;s_Clostridium_AP_scindens	185	196	202	218	139	179	369	321	598	313	1683	568	0	0	0	0	0	0	12842	14048	22562	27644	8899	12654
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_AP;s_Clostridium_AP_sp000509125	1100	861	1469	1191	1174	1304	1292	1881	4906	740	1932	1078	875	1166	904	355	874	219	853	1469	2133	539	1170	247
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_N;s_Clostridium_N_fimetarium	66	47	301	49	58	44	239	207	199	132	345	291	0	0	0	0	0	0	852	3653	1929	151	1460	246
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium_N;s_Clostridium_N_sp905215405	1271	522	1232	1419	915	976	979	4340	1440	1548	5442	2661	244	293	252	110	713	136	227	282	301	349	366	196
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus_sp947626675	434	1227	299	429	129	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus_A;s_Coprococcus_A_catus	131	72	220	127	171	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Cuneatibacter;s_Cuneatibacter_caecimuris	2180	472	557	457	411	280	845	4563	410	686	2388	1055	401	526	462	1366	954	459	951	2104	1334	1035	4843	371
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Diplocloster;s_Diplocloster_agilis	1814	755	894	543	3884	574	372	1849	289	517	1130	1327	484	612	4330	1047	539	634	3967	2838	2612	13620	3483	8038
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Diplocloster;s_Diplocloster_modestus	1264	1029	1778	1367	1411	2058	1845	2380	2865	17109	3765	4542	671	738	1184	1304	1477	2284	1582	1029	581	6705	394	4760
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea_A;s_Dorea_A_contorta_A	667	777	385	381	534	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea_D;s_Dorea_D_sp900543415	1208	830	940	744	756	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Egerieimonas;s_Egerieimonas_intestinavium	3797	3001	2690	929	1746	1231	0	0	0	0	0	0	0	0	0	0	0	0	611	1258	1378	172	696	184
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_merdavium	1690	1088	1308	785	962	1144	0	0	0	0	0	0	0	0	0	0	0	0	531	873	692	427	962	706
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_porci	730	414	231	169	207	181	206	321	345	608	1528	375	316	134	252	214	235	282	1236	2266	1777	1462	2416	422
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp003478085	826	309	688	374	584	751	865	4552	4452	2760	4202	1709	1342	2431	3205	2025	1196	1545	1171	843	1559	990	493	1197
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp900548905	72137	21802	40102	25829	22156	12717	14849	31006	38664	73075	44517	16618	360	367	570	271	951	904	1838	5088	3886	2674	9667	1766
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp900555195	2672	1985	1880	1333	1952	2171	0	0	0	0	0	0	2339	2161	5964	3521	3702	2296	1227	685	2433	883	1553	641
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp904392525	4418	1294	1530	1087	1664	1192	0	0	0	0	0	0	0	0	0	0	0	0	964	1061	661	167	689	136
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp944380025	3539	1916	1422	711	1288	1106	6734	25238	5707	3652	12284	6442	0	0	0	0	0	0	132	52	137	44	92	156
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_sp947650005	835	402	375	437	492	367	0	0	0	0	0	0	1788	1479	4139	2144	1763	1830	640	521	497	599	436	1115
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_stercoravium	257244	121036	101686	86630	70609	63205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella_tayi	12440	5393	8191	5480	5839	6420	9437	15260	23688	12434	17607	10386	780	1222	1044	1493	1406	1446	2688	5604	4473	1678	8019	1110
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_unclassify_g_Eisenbergiella	56654	15548	27867	19759	16338	9805	194	5140	336	355	361	415	0	0	0	0	0	0	1135	3583	2996	1905	7503	625
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster_aldenensis	678	706	491	366	784	784	807	1186	1449	773	9539	1449	0	0	0	0	0	0	735	1175	1229	686	717	760
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster_asparagiformis	2115	1627	1892	985	1331	1578	517	1012	1550	820	1955	1042	211	490	218	508	221	294	5301	1228	1462	3758	928	2736
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster_bolteae	1397	900	1089	658	1085	1163	8805	5883	16437	5143	9834	16710	191	235	130	468	152	165	669	1473	2281	441	1257	360
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster_citroniae	4053	1468	2306	914	1288	1571	1873	3515	10375	4024	2552	2409	343	807	304	758	435	233	46253	51052	69381	88175	35789	64804
d_Bacteria;p_Bacillota_A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster_clostridioformis	3964	2818	3161	2662	3020	2400	0	0	0	0	0	0	0	0	0	0	0	0	81	325	96	18	186	17
