pathway	cpd
ko01200	C01013
ko01200	C01144
ko01200	C01172
ko01200	C01182
ko01200	C01213
ko01200	C01217
ko01200	C01236
ko01200	C01274
ko01200	C01438
ko01200	C01732
ko01200	C02225
ko01200	C03232
ko01200	C03561
ko01200	C03576
ko01200	C03618
ko01200	C03920
ko01200	C04225
ko01200	C04330
ko01200	C04348
ko01200	C04377
ko01200	C04442
ko01200	C04488
ko01200	C04593
ko01200	C04628
ko01200	C04832
ko01200	C05382
ko01200	C05668
ko01200	C06019
ko01200	C06027
ko01200	C06028
ko01200	C11062
ko01200	C18026
ko01200	C18323
ko01200	C18324
ko01200	C18799
ko01200	C18802
ko01200	C20238
ko01210	C00022
ko01210	C00024
ko01210	C00025
ko01210	C00026
ko01210	C00036
ko01210	C00041
ko01210	C00047
ko01210	C00049
ko01210	C00073
ko01210	C00077
ko01210	C00078
ko01210	C00079
ko01210	C00082
ko01210	C00091
ko01210	C00100
ko01210	C00109
ko01210	C00123
ko01210	C00141
ko01210	C00158
ko01210	C00166
ko01210	C00183
ko01210	C00233
ko01210	C00311
ko01210	C00322
ko01210	C00407
ko01210	C00417
ko01210	C00437
ko01210	C00441
ko01210	C00527
ko01210	C00624
ko01210	C00630
ko01210	C00671
ko01210	C00810
ko01210	C00956
ko01210	C01069
ko01210	C01179
ko01210	C01180
ko01210	C01250
ko01210	C01251
ko01210	C02153
ko01210	C02226
ko01210	C02356
ko01210	C02504
ko01210	C02612
ko01210	C02631
ko01210	C02937
ko01210	C02939
ko01210	C03082
ko01210	C03219
ko01210	C03283
ko01210	C03719
ko01210	C04002
ko01210	C04133
ko01210	C04181
ko01210	C04236
ko01210	C04272
ko01210	C04350
ko01210	C04411
ko01210	C05379
ko01210	C05533
ko01210	C05662
ko01210	C05837
ko01210	C06006
ko01210	C06007
ko01210	C06010
ko01210	C06032
ko01210	C08401
ko01210	C08407
ko01210	C08409
ko01210	C08412
ko01210	C08417
ko01210	C08418
ko01210	C08426
ko01210	C14463
ko01210	C15980
ko01210	C16516
ko01210	C16517
ko01210	C16518
ko01210	C16583
ko01210	C16588
ko01210	C16589
ko01210	C16597
ko01210	C16598
ko01210	C16600
ko01210	C17210
ko01210	C17211
ko01210	C17212
ko01210	C17213
ko01210	C17214
ko01210	C17215
ko01210	C17216
ko01210	C17217
ko01210	C17218
ko01210	C17219
ko01210	C17220
ko01210	C17221
ko01210	C17222
ko01210	C17223
ko01210	C17224
ko01210	C17225
ko01210	C17226
ko01210	C17227
ko01210	C17228
ko01210	C17229
ko01210	C17230
ko01210	C17231
ko01210	C17232
ko01210	C17233
ko01210	C17235
ko01210	C17236
ko01210	C17237
ko01210	C17238
ko01210	C17239
ko01210	C17240
ko01210	C17241
ko01210	C17242
ko01210	C17243
ko01210	C17244
ko01210	C17245
ko01210	C17246
ko01210	C17248
ko01210	C17249
ko01210	C17250
ko01210	C17251
ko01210	C17252
ko01210	C17253
ko01210	C17254
ko01210	C17255
ko01210	C17256
ko01210	C19491
ko01210	C19714
ko01210	C19886
ko01210	C19887
ko01210	C19888
ko01210	C19889
ko01210	C20327
ko01210	C20581
ko01210	C20582
ko01210	C20653
ko01210	C20654
ko01210	C20948
ko01210	C20949
ko01210	C20950
ko01210	C20951
ko01212	C00024
ko01212	C00083
ko01212	C00136
ko01212	C00154
ko01212	C00229
ko01212	C00249
ko01212	C00332
ko01212	C00383
ko01212	C00412
ko01212	C00510
ko01212	C00877
ko01212	C01144
ko01212	C01203
ko01212	C01209
ko01212	C01832
ko01212	C01944
ko01212	C02041
ko01212	C02050
ko01212	C02249
ko01212	C02593
ko01212	C02990
ko01212	C03035
ko01212	C03221
ko01212	C03595
ko01212	C03939
ko01212	C04088
ko01212	C04246
ko01212	C04618
ko01212	C04619
ko01212	C04620
ko01212	C04633
ko01212	C04688
ko01212	C05223
ko01212	C05258
ko01212	C05259
ko01212	C05260
ko01212	C05261
ko01212	C05262
ko01212	C05263
ko01212	C05264
ko01212	C05265
ko01212	C05266
ko01212	C05267
ko01212	C05268
ko01212	C05269
ko01212	C05270
ko01212	C05271
ko01212	C05272
ko01212	C05273
ko01212	C05274
ko01212	C05275
ko01212	C05276
ko01212	C05744
ko01212	C05745
ko01212	C05746
ko01212	C05747
ko01212	C05748
ko01212	C05749
ko01212	C05750
ko01212	C05751
ko01212	C05752
ko01212	C05753
ko01212	C05754
ko01212	C05755
ko01212	C05756
ko01212	C05757
ko01212	C05758
ko01212	C05759
ko01212	C05760
ko01212	C05761
ko01212	C05762
ko01212	C05763
ko01212	C05764
ko01212	C16160
ko01212	C16161
ko01212	C16162
ko01212	C16163
ko01212	C16164
ko01212	C16165
ko01212	C16166
ko01212	C16167
ko01212	C16168
ko01212	C16169
ko01212	C16170
ko01212	C16171
ko01212	C16172
ko01212	C16173
ko01212	C16179
ko01212	C16180
ko01212	C16216
ko01212	C16217
ko01212	C16218
ko01212	C16219
ko01212	C16220
ko01212	C16221
ko01212	C16374
ko01212	C16375
ko01212	C16376
ko01212	C16387
ko01212	C16388
ko01212	C16389
ko01212	C16528
ko01212	C16529
ko01212	C16530
ko01212	C16531
ko01212	C16532
ko01212	C16645
ko01212	C17279
ko01212	C21932
ko01212	C21934
ko01212	C21935
ko01212	C21937
ko01212	C21939
ko01212	C21941
ko01212	C21949
ko01212	C21951
ko01212	C21953
ko01212	C21959
ko01212	C21961
ko01212	C21963
ko01212	C21965
ko01212	C21967
ko01220	C00022
ko01220	C00024
ko01220	C00033
ko01220	C00042
ko01220	C00058
ko01220	C00084
ko01220	C00090
ko01220	C00091
ko01220	C00100
ko01220	C00108
ko01220	C00122
ko01220	C00132
ko01220	C00146
ko01220	C00156
ko01220	C00163
ko01220	C00180
ko01220	C00223
ko01220	C00230
ko01220	C00261
ko01220	C00323
ko01220	C00414
ko01220	C00423
ko01220	C00479
ko01220	C00511
ko01220	C00512
ko01220	C00540
ko01220	C00556
ko01220	C00587
ko01220	C00596
ko01220	C00642
ko01220	C00682
ko01220	C00805
ko01220	C00811
ko01220	C00829
ko01220	C00846
ko01220	C00854
ko01220	C01063
ko01220	C01161
ko01220	C01163
ko01220	C01197
ko01220	C01273
ko01220	C01278
ko01220	C01407
ko01220	C01438
ko01220	C01454
ko01220	C01455
ko01220	C01467
ko01220	C01468
ko01220	C01542
ko01220	C01606
ko01220	C01880
ko01220	C02124
ko01220	C02222
ko01220	C02236
ko01220	C02357
ko01220	C02359
ko01220	C02364
ko01220	C02370
ko01220	C02371
ko01220	C02375
ko01220	C02480
ko01220	C02501
ko01220	C02519
ko01220	C02526
ko01220	C02625
ko01220	C02632
ko01220	C02909
ko01220	C02923
ko01220	C02933
ko01220	C02949
ko01220	C03012
ko01220	C03063
ko01220	C03067
ko01220	C03164
ko01220	C03203
ko01220	C03223
ko01220	C03233
ko01220	C03351
ko01220	C03453
ko01220	C03569
ko01220	C03586
ko01220	C03589
ko01220	C03664
ko01220	C04044
ko01220	C04052
ko01220	C04091
ko01220	C04112
ko01220	C04186
ko01220	C04314
ko01220	C04468
ko01220	C04479
ko01220	C04558
ko01220	C04592
ko01220	C04596
ko01220	C04642
ko01220	C04783
ko01220	C04793
ko01220	C04844
ko01220	C05600
ko01220	C05618
ko01220	C05629
ko01220	C06102
ko01220	C06103
ko01220	C06104
ko01220	C06142
ko01220	C06202
ko01220	C06203
ko01220	C06204
ko01220	C06210
ko01220	C06318
ko01220	C06321
ko01220	C06322
ko01220	C06329
ko01220	C06337
ko01220	C06575
ko01220	C06576
ko01220	C06577
ko01220	C06578
ko01220	C06579
ko01220	C06580
ko01220	C06581
ko01220	C06582
ko01220	C06584
ko01220	C06585
ko01220	C06586
ko01220	C06587
ko01220	C06588
ko01220	C06589
ko01220	C06594
ko01220	C06644
ko01220	C06645
ko01220	C06646
ko01220	C06677
ko01220	C06678
ko01220	C06679
ko01220	C06714
ko01220	C06720
ko01220	C06727
ko01220	C06728
ko01220	C06729
ko01220	C06730
ko01220	C06731
ko01220	C06749
ko01220	C06756
ko01220	C06757
ko01220	C06758
ko01220	C06760
ko01220	C06762
ko01220	C06813
ko01220	C06990
ko01220	C07083
ko01220	C07084
ko01220	C07085
ko01220	C07087
ko01220	C07088
ko01220	C07092
ko01220	C07093
ko01220	C07094
ko01220	C07096
ko01220	C07097
ko01220	C07111
ko01220	C07113
ko01220	C07114
ko01220	C07118
ko01220	C07123
ko01220	C07208
ko01220	C07209
ko01220	C07211
ko01220	C07212
ko01220	C07213
ko01220	C07214
ko01220	C07215
ko01220	C07216
ko01220	C07478
ko01220	C07479
ko01220	C07729
ko01220	C07731
ko01220	C07732
ko01220	C07733
ko01220	C07734
ko01220	C08060
ko01220	C08061
ko01220	C08062
ko01220	C09811
ko01220	C09812
ko01220	C09813
ko01220	C09816
ko01220	C09817
ko01220	C09818
ko01220	C09819
ko01220	C09820
ko01220	C09821
ko01220	C11006
ko01220	C11272
ko01220	C11348
ko01220	C11353
ko01220	C11354
ko01220	C11397
ko01220	C11398
ko01220	C11402
ko01220	C11404
ko01220	C11405
ko01220	C11407
ko01220	C11422
ko01220	C11425
ko01220	C11426
ko01220	C11427
ko01220	C11457
ko01220	C11588
ko01220	C11929
ko01220	C11934
ko01220	C11935
ko01220	C11936
ko01220	C12621
ko01220	C12622
ko01220	C12623
ko01220	C12624
ko01220	C12831
ko01220	C12832
ko01220	C12837
ko01220	C14082
ko01220	C14083
ko01220	C14084
ko01220	C14085
ko01220	C14086
ko01220	C14087
ko01220	C14088
ko01220	C14089
ko01220	C14090
ko01220	C14091
ko01220	C14098
ko01220	C14099
ko01220	C14101
ko01220	C14115
ko01220	C14116
ko01220	C14117
ko01220	C14118
ko01220	C14119
ko01220	C14120
ko01220	C14143
ko01220	C14610
ko01220	C16247
ko01220	C16248
ko01220	C16249
ko01220	C16472
ko01220	C16473
ko01220	C16479
ko01220	C16480
ko01220	C16481
ko01220	C16483
ko01220	C18236
ko01220	C18238
ko01220	C18240
ko01220	C18300
ko01220	C18301
ko01220	C18302
ko01220	C18311
ko01220	C18312
ko01220	C18314
ko01220	C18315
ko01220	C20199
ko01220	C21390
ko01220	C21859
ko01230	C00011
ko01230	C00014
ko01230	C00019
ko01230	C00021
ko01230	C00022
ko01230	C00025
ko01230	C00026
ko01230	C00036
ko01230	C00037
ko01230	C00041
ko01230	C00047
ko01230	C00049
ko01230	C00062
ko01230	C00064
ko01230	C00065
ko01230	C00073
ko01230	C00074
ko01230	C00077
ko01230	C00078
ko01230	C00079
ko01230	C00082
ko01230	C00085
ko01230	C00097
ko01230	C00108
ko01230	C00109
ko01230	C00111
ko01230	C00117
ko01230	C00118
ko01230	C00119
ko01230	C00123
ko01230	C00135
ko01230	C00141
ko01230	C00148
ko01230	C00152
ko01230	C00155
ko01230	C00158
ko01230	C00166
ko01230	C00169
ko01230	C00183
ko01230	C00188
ko01230	C00197
ko01230	C00199
ko01230	C00231
ko01230	C00233
ko01230	C00236
ko01230	C00251
ko01230	C00254
ko01230	C00263
ko01230	C00279
ko01230	C00311
ko01230	C00322
ko01230	C00327
ko01230	C00354
ko01230	C00407
ko01230	C00437
ko01230	C00441
ko01230	C00449
ko01230	C00493
ko01230	C00624
ko01230	C00631
ko01230	C00666
ko01230	C00671
ko01230	C00680
ko01230	C00826
ko01230	C00860
ko01230	C00944
ko01230	C00956
ko01230	C00979
ko01230	C01005
ko01230	C01100
ko01230	C01102
ko01230	C01118
ko01230	C01165
ko01230	C01179
ko01230	C01250
ko01230	C01251
ko01230	C01267
ko01230	C01269
ko01230	C01302
ko01230	C02291
ko01230	C02504
ko01230	C02612
ko01230	C02637
ko01230	C02739
ko01230	C02741
ko01230	C03082
ko01230	C03175
ko01230	C03232
ko01230	C03283
ko01230	C03287
ko01230	C03406
ko01230	C03506
ko01230	C03539
ko01230	C03871
ko01230	C03912
ko01230	C03972
ko01230	C04002
ko01230	C04076
ko01230	C04133
ko01230	C04272
ko01230	C04302
ko01230	C04390
ko01230	C04411
ko01230	C04421
ko01230	C04462
ko01230	C04666
ko01230	C04691
ko01230	C04896
ko01230	C04916
ko01230	C05382
ko01230	C05539
ko01230	C05662
ko01230	C05824
ko01230	C06006
ko01230	C06007
ko01230	C06010
ko01230	C06019
ko01230	C06032
ko01230	C15532
ko01230	C19886
ko01230	C19887
ko01230	C19888
ko01230	C19889
ko01230	C20258
ko01230	C20948
ko01230	C20949
ko01230	C20950
ko01230	C20951
ko01232	C00002
ko01232	C00008
ko01232	C00015
ko01232	C00020
ko01232	C00035
ko01232	C00044
ko01232	C00055
ko01232	C00063
ko01232	C00064
ko01232	C00075
ko01232	C00081
ko01232	C00104
ko01232	C00105
ko01232	C00106
ko01232	C00112
ko01232	C00119
ko01232	C00130
ko01232	C00131
ko01232	C00144
ko01232	C00147
ko01232	C00178
ko01232	C00206
ko01232	C00212
ko01232	C00214
ko01232	C00239
ko01232	C00242
ko01232	C00262
ko01232	C00286
ko01232	C00294
ko01232	C00299
ko01232	C00330
ko01232	C00360
ko01232	C00361
ko01232	C00362
ko01232	C00363
ko01232	C00364
ko01232	C00365
ko01232	C00380
ko01232	C00385
ko01232	C00387
ko01232	C00458
ko01232	C00459
ko01232	C00460
ko01232	C00475
ko01232	C00526
ko01232	C00559
ko01232	C00655
ko01232	C00700
ko01232	C00705
ko01232	C00881
ko01232	C01337
ko01232	C01344
ko01232	C01345
ko01232	C01346
ko01232	C01762
ko01232	C03794
ko01232	C05512
ko01232	C06196
ko01240	C00002
ko01240	C00003
ko01240	C00006
ko01240	C00008
ko01240	C00010
ko01240	C00015
ko01240	C00016
ko01240	C00018
ko01240	C00019
ko01240	C00020
ko01240	C00021
ko01240	C00022
ko01240	C00024
ko01240	C00025
ko01240	C00026
ko01240	C00029
ko01240	C00032
ko01240	C00036
ko01240	C00037
ko01240	C00044
ko01240	C00049
ko01240	C00051
ko01240	C00061
ko01240	C00063
ko01240	C00064
ko01240	C00065
ko01240	C00068
ko01240	C00072
ko01240	C00073
ko01240	C00074
ko01240	C00075
ko01240	C00078
ko01240	C00082
ko01240	C00083
ko01240	C00085
ko01240	C00096
ko01240	C00097
ko01240	C00099
ko01240	C00101
ko01240	C00103
ko01240	C00105
ko01240	C00112
ko01240	C00117
ko01240	C00118
ko01240	C00119
ko01240	C00120
ko01240	C00127
ko01240	C00130
ko01240	C00141
ko01240	C00143
ko01240	C00153
ko01240	C00156
ko01240	C00158
ko01240	C00167
ko01240	C00169
ko01240	C00183
ko01240	C00191
ko01240	C00194
ko01240	C00197
ko01240	C00199
ko01240	C00234
ko01240	C00250
ko01240	C00251
ko01240	C00253
ko01240	C00254
ko01240	C00255
ko01240	C00272
ko01240	C00275
ko01240	C00279
ko01240	C00295
ko01240	C00311
ko01240	C00314
ko01240	C00322
ko01240	C00328
ko01240	C00333
ko01240	C00337
ko01240	C00341
ko01240	C00376
ko01240	C00378
ko01240	C00390
ko01240	C00399
ko01240	C00415
ko01240	C00430
ko01240	C00438
ko01240	C00445
ko01240	C00473
ko01240	C00483
ko01240	C00493
ko01240	C00504
ko01240	C00522
ko01240	C00544
ko01240	C00568
ko01240	C00593
ko01240	C00617
ko01240	C00627
ko01240	C00632
ko01240	C00636
ko01240	C00668
ko01240	C00669
ko01240	C00748
ko01240	C00750
ko01240	C00800
ko01240	C00828
ko01240	C00853
ko01240	C00857
ko01240	C00862
ko01240	C00864
ko01240	C00876
ko01240	C00882
ko01240	C00885
ko01240	C00921
ko01240	C00931
ko01240	C00966
ko01240	C01024
ko01240	C01037
ko01240	C01040
ko01240	C01051
ko01240	C01063
ko01240	C01079
ko01240	C01081
ko01240	C01092
ko01240	C01103
ko01240	C01115
ko01240	C01134
ko01240	C01179
ko01240	C01185
ko01240	C01209
ko01240	C01217
ko01240	C01251
ko01240	C01268
ko01240	C01279
ko01240	C01300
ko01240	C01304
ko01240	C01352
ko01240	C01825
ko01240	C01847
ko01240	C01909
ko01240	C01944
ko01240	C02059
ko01240	C02094
ko01240	C02191
ko01240	C02280
ko01240	C02291
ko01240	C02463
ko01240	C02477
ko01240	C02483
ko01240	C02637
ko01240	C02656
ko01240	C02700
ko01240	C02730
ko01240	C02953
ko01240	C02972
ko01240	C02987
ko01240	C03033
ko01240	C03114
ko01240	C03160
ko01240	C03227
ko01240	C03263
ko01240	C03313
ko01240	C03373
ko01240	C03393
ko01240	C03492
ko01240	C03541
ko01240	C03576
ko01240	C03657
ko01240	C03684
ko01240	C03722
ko01240	C03741
ko01240	C03794
ko01240	C04037
ko01240	C04145
ko01240	C04294
ko01240	C04327
ko01240	C04332
ko01240	C04352
ko01240	C04409
ko01240	C04454
ko01240	C04556
ko01240	C04628
ko01240	C04732
ko01240	C04752
ko01240	C04778
ko01240	C04807
ko01240	C04874
ko01240	C04895
ko01240	C05427
ko01240	C05432
ko01240	C05528
ko01240	C05662
ko01240	C05665
ko01240	C05752
ko01240	C05770
ko01240	C05772
ko01240	C05773
ko01240	C05775
ko01240	C05777
ko01240	C05778
ko01240	C05807
ko01240	C05817
ko01240	C05819
ko01240	C05840
ko01240	C05847
ko01240	C05848
ko01240	C05849
ko01240	C05924
ko01240	C05925
ko01240	C05927
ko01240	C06054
ko01240	C06055
ko01240	C06313
ko01240	C06319
ko01240	C06320
ko01240	C06399
ko01240	C06406
ko01240	C06407
ko01240	C06408
ko01240	C06416
ko01240	C06423
ko01240	C06503
ko01240	C06504
ko01240	C06506
ko01240	C06507
ko01240	C06508
ko01240	C06509
ko01240	C06510
ko01240	C07335
ko01240	C09332
ko01240	C11355
ko01240	C11437
ko01240	C11536
ko01240	C11537
ko01240	C11538
ko01240	C11540
ko01240	C11542
ko01240	C11543
ko01240	C11545
ko01240	C11638
ko01240	C13309
ko01240	C14151
ko01240	C14152
ko01240	C15547
ko01240	C15556
ko01240	C15670
ko01240	C15672
ko01240	C15809
ko01240	C15810
ko01240	C15812
ko01240	C15813
ko01240	C15814
ko01240	C15882
ko01240	C15883
ko01240	C15926
ko01240	C15930
ko01240	C15972
ko01240	C15973
ko01240	C16242
ko01240	C16243
ko01240	C16244
ko01240	C16519
ko01240	C16583
ko01240	C16588
ko01240	C16589
ko01240	C16597
ko01240	C16598
ko01240	C16600
ko01240	C16695
ko01240	C16999
ko01240	C17010
ko01240	C17017
ko01240	C17018
ko01240	C17401
ko01240	C17551
ko01240	C17552
ko01240	C17554
ko01240	C17559
ko01240	C17561
ko01240	C17562
ko01240	C17570
ko01240	C18237
ko01240	C18239
ko01240	C18802
ko01240	C18910
ko01240	C18911
ko01240	C19152
ko01240	C19153
ko01240	C19154
ko01240	C19155
ko01240	C19156
ko01240	C19673
ko01240	C19845
ko01240	C19846
ko01240	C19847
ko01240	C19848
ko01240	C19858
ko01240	C19859
ko01240	C20246
ko01240	C20247
ko01240	C20264
ko01240	C20265
ko01240	C20372
ko01240	C20373
ko01240	C20374
ko01240	C20375
ko01240	C20376
ko01240	C20377
ko01240	C20378
ko01240	C20562
ko01240	C20683
ko01240	C20772
ko01240	C20773
ko01240	C20784
ko01240	C20926
ko01240	C20954
ko01240	C21068
ko01240	C21069
ko01240	C21070
ko01240	C21084
ko01240	C21284
ko01240	C21310
ko01240	C21510
ko01240	C21511
ko01240	C21512
ko01240	C21621
ko01240	C21835
ko01240	C21860
ko01240	C21971
ko01240	C22039
ko01240	C22159
ko01240	C22160
ko01240	C22458
ko01250	C00029
ko01250	C00043
ko01250	C00052
ko01250	C00085
ko01250	C00095
ko01250	C00096
ko01250	C00103
ko01250	C00128
ko01250	C00137
ko01250	C00140
ko01250	C00159
ko01250	C00167
ko01250	C00190
ko01250	C00191
ko01250	C00199
ko01250	C00203
ko01250	C00216
ko01250	C00259
ko01250	C00267
ko01250	C00270
ko01250	C00275
ko01250	C00325
ko01250	C00329
ko01250	C00333
ko01250	C00352
ko01250	C00357
ko01250	C00394
ko01250	C00446
ko01250	C00498
ko01250	C00501
ko01250	C00617
ko01250	C00636
ko01250	C00645
ko01250	C00668
ko01250	C00688
ko01250	C00842
ko01250	C00935
ko01250	C00976
ko01250	C00984
ko01250	C01019
ko01250	C01050
ko01250	C01112
ko01250	C01132
ko01250	C01170
ko01250	C01187
ko01250	C01219
ko01250	C01222
ko01250	C01623
ko01250	C01788
ko01250	C02199
ko01250	C02280
ko01250	C02713
ko01250	C02977
ko01250	C02985
ko01250	C03117
ko01250	C03187
ko01250	C03319
ko01250	C03442
ko01250	C03598
ko01250	C03599
ko01250	C03691
ko01250	C03733
ko01250	C03906
ko01250	C04037
ko01250	C04089
ko01250	C04121
ko01250	C04257
ko01250	C04268
ko01250	C04297
ko01250	C04346
ko01250	C04478
ko01250	C04501
ko01250	C04573
ko01250	C04613
ko01250	C04630
ko01250	C04631
ko01250	C05382
ko01250	C05385
ko01250	C06018
ko01250	C06156
ko01250	C06240
ko01250	C06241
ko01250	C06377
ko01250	C06397
ko01250	C06398
ko01250	C06620
ko01250	C07277
ko01250	C07836
ko01250	C07838
ko01250	C11460
ko01250	C11472
ko01250	C11521
ko01250	C11907
ko01250	C11908
ko01250	C11909
ko01250	C11910
ko01250	C11911
ko01250	C11912
ko01250	C11915
ko01250	C11916
ko01250	C11919
ko01250	C11920
ko01250	C11921
ko01250	C11922
ko01250	C11925
ko01250	C11926
ko01250	C11927
ko01250	C11928
ko01250	C11933
ko01250	C12210
ko01250	C12211
ko01250	C12318
ko01250	C12319
ko01250	C12320
ko01250	C12321
ko01250	C12322
ko01250	C12481
ko01250	C13952
ko01250	C15925
ko01250	C16153
ko01250	C16155
ko01250	C16183
ko01250	C16698
ko01250	C17269
ko01250	C17280
ko01250	C17281
ko01250	C17326
ko01250	C17327
ko01250	C17328
ko01250	C18029
ko01250	C18030
ko01250	C18031
ko01250	C18032
ko01250	C18033
ko01250	C18034
ko01250	C18035
ko01250	C18060
ko01250	C18092
ko01250	C18094
ko01250	C19725
ko01250	C19745
ko01250	C19769
ko01250	C19823
ko01250	C19878
ko01250	C19879
ko01250	C19880
ko01250	C19881
ko01250	C19947
ko01250	C19948
ko01250	C19960
ko01250	C19961
ko01250	C19971
ko01250	C19972
ko01250	C20082
ko01250	C20083
ko01250	C20156
ko01250	C20357
ko01250	C20359
ko01250	C20395
ko01250	C20415
ko01250	C20418
ko01250	C20419
ko01250	C20424
ko01250	C20612
ko01250	C20613
ko01250	C20638
ko01250	C20672
ko01250	C20682
ko01250	C20768
ko01250	C20769
ko01250	C20774
ko01250	C20934
ko01250	C21027
ko01250	C21071
ko01250	C21073
ko01250	C21074
ko01250	C21137
ko01250	C21383
ko01250	C21384
ko01250	C22029
ko01250	C22245
ko01250	C22246
ko01250	C22247
ko01250	C22248
ko01250	C22249
ko01250	C22250
ko01250	C22251
ko01250	C22252
ko01250	C22253
ko01250	C22254
ko01250	C22255
ko01250	C22256
ko01250	C22257
ko01250	C22259
ko01250	C22260
ko01250	C22261
ko01250	C22262
ko01250	C22270
ko01250	C22276
ko01250	C22397
ko01250	C22575
ko01250	C22576
ko01250	C22938
ko01250	C22973
ko01310	C00014
ko01310	C00088
ko01310	C00192
ko01310	C00244
ko01310	C00533
ko01310	C00697
ko01310	C00887
ko01310	C05361
ko01320	C00053
ko01320	C00059
ko01320	C00073
ko01320	C00087
ko01320	C00094
ko01320	C00097
ko01320	C00224
ko01320	C00283
ko01320	C00320
ko01320	C00511
ko01320	C00580
ko01320	C00894
ko01320	C01013
ko01320	C02084
ko01320	C04022
ko01320	C09306
ko01501	C00039
ko01501	C03438
ko01501	C04702
ko01502	C00022
ko01502	C00037
ko01502	C00041
ko01502	C00043
ko01502	C00065
ko01502	C00133
ko01502	C00256
ko01502	C00740
ko01502	C00993
ko01502	C04702
ko01502	C05892
ko01502	C06432
ko01502	C06689
ko01502	C15820
ko01502	C19694
ko01502	C19719
ko01502	C20869
ko01502	C20873
ko01502	C20874
ko01502	C20875
ko01502	C20880
ko01502	C20881
ko01502	C20882
ko01502	C20886
ko01503	C00133
ko01503	C00338
ko01503	C00346
ko01503	C06026
ko01503	C11198
ko01503	C15922
ko01503	C15936
ko01503	C16054
ko01503	C16059
ko01503	C18313
ko01503	C19596
ko01503	C20930
ko01503	C20931
ko01521	C00165
ko01521	C05981
ko01522	C00280
ko01522	C00535
ko01522	C00575
ko01522	C00951
ko01522	C16547
ko01523	C00020
ko01523	C00073
ko01523	C00101
ko01523	C00119
ko01523	C00130
ko01523	C00143
ko01523	C00144
ko01523	C00155
ko01523	C00234
ko01523	C00364
ko01523	C00365
ko01523	C00415
ko01523	C00440
ko01523	C00504
ko01523	C11374
ko01523	C21279
ko01523	C21280
ko02010	C00009
ko02010	C00025
ko02010	C00031
ko02010	C00032
ko02010	C00034
ko02010	C00037
ko02010	C00038
ko02010	C00041
ko02010	C00047
ko02010	C00049
ko02010	C00051
ko02010	C00059
ko02010	C00062
ko02010	C00064
ko02010	C00065
ko02010	C00070
ko02010	C00077
ko02010	C00079
ko02010	C00086
ko02010	C00088
ko02010	C00089
ko02010	C00093
ko02010	C00095
ko02010	C00098
ko02010	C00107
ko02010	C00114
ko02010	C00116
ko02010	C00120
ko02010	C00121
ko02010	C00123
ko02010	C00134
ko02010	C00135
ko02010	C00137
ko02010	C00140
ko02010	C00148
ko02010	C00151
ko02010	C00159
ko02010	C00175
ko02010	C00181
ko02010	C00183
ko02010	C00185
ko02010	C00188
ko02010	C00208
ko02010	C00212
ko02010	C00243
ko02010	C00244
ko02010	C00245
ko02010	C00255
ko02010	C00259
ko02010	C00288
ko02010	C00291
ko02010	C00294
ko02010	C00299
ko02010	C00315
ko02010	C00320
ko02010	C00330
ko02010	C00333
ko02010	C00338
ko02010	C00378
ko02010	C00379
ko02010	C00387
ko02010	C00392
ko02010	C00407
ko02010	C00430
ko02010	C00470
ko02010	C00475
ko02010	C00487
ko02010	C00491
ko02010	C00492
ko02010	C00503
ko02010	C00526
ko02010	C00559
ko02010	C00719
ko02010	C00794
ko02010	C00855
ko02010	C00865
ko02010	C00881
ko02010	C00919
ko02010	C00973
ko02010	C01083
ko02010	C01153
ko02010	C01157
ko02010	C01177
ko02010	C01181
ko02010	C01279
ko02010	C01330
ko02010	C01417
ko02010	C01487
ko02010	C01606
ko02010	C01630
ko02010	C01667
ko02010	C01674
ko02010	C01682
ko02010	C01684
ko02010	C01762
ko02010	C01834
ko02010	C01835
ko02010	C01935
ko02010	C01946
ko02010	C02160
ko02010	C02273
ko02010	C03557
ko02010	C03611
ko02010	C03619
ko02010	C04114
ko02010	C04137
ko02010	C05349
ko02010	C05402
ko02010	C05512
ko02010	C05776
ko02010	C06227
ko02010	C06229
ko02010	C06230
ko02010	C06232
ko02010	C06687
ko02010	C06705
ko02010	C06706
ko02010	C06707
ko02010	C06767
ko02010	C07662
ko02010	C07663
ko02010	C11612
ko02010	C13768
ko02010	C14818
ko02010	C14819
ko02010	C15521
ko02010	C15719
ko02010	C16421
ko02010	C16692
ko02010	C19609
ko02010	C19872
ko02010	C20570
ko02010	C20571
ko02010	C20572
ko02010	C20573
ko02010	C20679
ko02010	C21066
ko02010	C22040
ko02020	C00007
ko02020	C00009
ko02020	C00022
ko02020	C00025
ko02020	C00031
ko02020	C00034
ko02020	C00036
ko02020	C00038
ko02020	C00042
ko02020	C00049
ko02020	C00064
ko02020	C00070
ko02020	C00088
ko02020	C00092
ko02020	C00122
ko02020	C00149
ko02020	C00158
ko02020	C00164
ko02020	C00237
ko02020	C00238
ko02020	C00244
ko02020	C00282
ko02020	C00291
ko02020	C00305
ko02020	C00399
ko02020	C00533
ko02020	C00547
ko02020	C00697
ko02020	C00788
ko02020	C00828
ko02020	C01019
ko02020	C01104
ko02020	C01667
ko02020	C02084
ko02020	C05757
ko02020	C05818
ko02020	C06230
ko02020	C06689
ko02020	C06696
ko02020	C11612
ko02020	C11842
ko02020	C11849
