gene	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K00067	110.076618237	173.341511881	46.632163205	70.20889101	103.0015908	49.96422343	45.041234554	106.948247228	61.18244457	36.064396255	12.154079939	4.87618114	4.633058174	7.8961159	6.442571732	1.595020267	12.59940643	8.943521042	1.21286198	1.07453581	178.841730654	211.32483189	242.973185836	282.20147437	263.04129106	268.95273466	242.280315805	112.513926304	256.59729985	253.75365192	14.316743041	14.475103745	16.201440128	12.03417934	138.15659685	19.67627246	33.00775267	32.144629558	50.608357451	141.792956356	239.722042256	234.043371302	200.58965563	294.904426653	231.6364427	114.557485569	233.197242445	193.129600189	236.567275495	325.438097445
K00068	9.04221353	28.55685042	4.57762546	5.46785231	5.87343224	3.428998058	2.451540725	7.14554898	2.80030597	2.72880155	1.26505132	0.58524863	1.10359607	0.824862174	0	0	0.12561595	0.4347649	0.24073441	0	12.044229016	44.358930825	32.37176671	28.532882786	28.88504537	23.00297675	31.568223244	3.26663596	36.09994108	26.52050467	0.23603922	0.8133278	0.66405916	2.2978464	9.58580729	0.83730136	1.19166312	1.65138457	7.47281628	1.38032981	22.029634056	62.03816582	40.90277669	29.308934404	20.930109605	127.2245018	60.665460984	30.29676251	31.12806196	25.66438315
K00073	1.874200795	0.99741058	1.09162173	0	5.49777162	0.62738752	0.74566641	0.326959866	0.79433925	0.20357947	0	0	0.39701298	0.16666996	0	0	0	0	0	0	3.0421738	8.98497219	8.802224445	0.74939159	8.20194045	7.489836615	4.48864506	0	0.25647926	4.64822592	0	0	0.07841954	0.15064874	0	0	0.24881543	0	0.50228113	0.22520337	3.46166748	4.92275736	11.39478271	3.553597656	4.96716609	6.03801266	4.96953909	7.16583501	5.52305682	6.67822743
K00074	81.537320712	86.932048574	20.08673377	55.955762705	36.53885546	23.21079288	15.853444104	30.462035206	13.572245843	13.65065904	6.771203516	1.42247027	3.53271127	3.646543968	2.70716169	1.43502884	5.05045788	1.251523765	1.28059217	0.10572629	68.07930278	114.174877145	153.712323125	62.773892115	125.951072062	109.462740909	77.754365655	14.719941256	32.46149846	97.593241035	5.44586462	5.837402608	9.661433808	4.22923159	0	6.89956259	15.326294933	14.82008552	13.97530493	6.38808265	102.957030852	80.218411857	127.194800588	132.75282601	84.603656111	127.993601026	88.664012626	249.26982349	79.15805163	103.09826889
K00075	225.46251766	333.136398193	58.516603824	104.094079705	296.52261592	77.995359443	43.573631076	131.554467788	213.987886456	68.441399075	21.306706031	8.47736101	18.989246158	51.887740984	8.852779735	3.83054696	48.0029876	11.881313744	3.83148679	5.60080239	168.36190282	247.853412499	234.905824243	348.67020553	255.74317658	279.377819536	301.568364478	412.247297994	331.867561972	312.60614141	50.6804185	19.762095355	25.4345257	35.08237044	276.282438274	49.49244392	48.90944029	35.631700595	56.491179595	266.209920812	308.795617749	275.035512001	280.47254373	326.236755189	228.616186668	244.10400865	283.292689206	231.606985352	318.955819049	342.966704892
K00076	0.92407763	0.80164861	0.972603724	2.80767442	5.0396558	2.7076682	0.90967927	0	0.2266277	0.47424737	0	0.11438204	1.5774031	0.058846217	0.5305092	0.2385944	0.5419412	0.19800875	0.1778414	0	21.10900226	2.14281274	1.20862403	0.40143356	8.052369136	7.94697924	3.58962101	0.8145672	3.21093231	6.55257267	3.1120846	0.6222371	3.8521252	0	0.1650512	0	4.309090634	0	0.28062156	0	8.40579446	8.572816164	26.33233328	36.51979718	4.38354897	6.88648432	1.9470227	20.17647979	8.75186242	17.37389153
K00077	45.474978097	135.64417269	28.0765635	51.68587667	169.991139	23.253452436	14.972100593	49.241825623	67.91107216	18.6773167	5.360706519	1.05159747	3.893992612	3.43120177	3.046640856	2.12838012	4.121846136	1.56522096	0.39488892	0.15294117	97.015705032	145.671022436	118.570609594	105.062797194	123.857750204	136.345915921	154.39394506	148.36974564	176.398508025	144.802831986	6.69650158	7.030739649	10.775986888	6.84363202	201.67254551	8.5137693	19.502540711	14.416040534	16.31497896	443.786878113	93.380435634	114.675330318	128.629460356	105.877607012	225.415556922	198.673823357	147.05138696	201.685681274	97.624807084	149.749782919
K00078	4.17138085	54.01554814	7.24592717	8.86806256	153.3533379	5.26280458	3.632220844	13.06836185	40.70189299	5.16802996	2.577647845	0	2.564197625	1.657389425	1.28406072	1.37168323	0.77961346	0.23552296	0.10494295	0.10088588	54.99674469	52.7917446	29.3865693	159.70350411	33.42369822	65.442496536	129.9741109	78.73197656	223.42918013	128.07526457	2.49575903	2.1364043	4.83604	2.96701148	200.2333175	3.15006426	7.63021481	4.5151861	4.057579546	259.77160389	134.37355407	199.403887613	137.576799222	143.78568691	57.816346986	46.67233578	90.131810535	54.33477841	119.943666596	159.233003117
K00079	1.62741804	2.30474585	4.24459107	28.49750116	0.94389135	0.11313153	6.36249349	6.27507592	4.2096298	4.14987502	0.42229064	0	0.5648043	12.03230413	1.06444248	0	1.98657928	0	0	0	15.43331741	7.558523943	2.98513288	2.4086007	4.75964835	2.6694382	0	98.425224	0.25764912	1.644026	0.74421177	13.21702645	1.03398669	0.30874942	4.507329	0	11.78656191	3.15047608	2.20399636	1.33964818	0.107935004	0.94139768	1.20831374	1.68571216	1.84390862	3.87497504	1.47351302	32.16146838	0.70829976	0.92344645
K00084	0.49213239	0	0	4.5009627	0	0	0	0	0	0.35900018	0	0	0.7690699	0	0	0	0.4488294	0	0	0	3.8434428	6.5669804	0	0	1.2167519	0	0	0	0	0	0	0	0.15339503	0	0	0	0	1.14533136	0.8877527	0	0.13666597	0	0.0979111	0.5185052	0.420986485	3.1536507	0	13.95709694	0	0.59673318
K00086	9.211885974	86.124055	2.25988858	9.30341639	281.97771408	4.56846346	3.163309225	4.87586176	202.93001966	2.90037509	3.0883189	0.7324246	0.9051283	1.18622253	1.0877121	1.56069616	2.43896103	1.23467422	0	0	36.14828863	4.07720404	16.019943934	210.9563741	28.060387595	44.976354365	354.84145843	295.14905866	254.72079612	223.38639302	1.5363784	1.25608585	1.12325668	2.07181494	301.68888935	2.18262202	1.15131645	2.99743692	12.161138873	484.6281227	262.084545364	136.7914491	129.85113273	212.8719044	274.391359875	49.09257902	213.06188641	96.92492342	280.19219815	242.64588323
K00087	32.324337419	7.390484114	12.844033095	66.31757814	80.33168826	26.51816434	14.446531437	10.918063838	13.87054765	9.45127107	5.650670704	2.16041986	6.12809804	2.352924195	3.89226535	0.77352378	5.792585814	0.99670754	0.70526879	0.52489486	84.99027724	36.51110353	113.233985542	117.48484643	144.15105682	95.385868369	82.949343399	8.13218328	51.85562944	89.308798634	10.7906373	8.384151225	14.02727631	7.2916785	3.6485197	15.97713221	15.13652842	17.441868196	7.59452281	2.04065826	124.429406997	130.852674842	137.92407051	117.86128762	64.270836072	30.771569569	129.68720751	204.64397886	126.834487446	83.5038446
K00088	232.43001201	337.94408469	71.095348311	129.36616398	357.236719006	78.830284928	58.913571895	138.422768661	594.493525074	72.08072065	23.404637	10.36982668	16.138356599	46.966168479	11.38021882	4.50427306	46.799274675	17.052506499	4.72242817	4.622525701	210.632985044	294.023134341	301.051117186	431.93038769	376.145178283	399.035435152	423.076281957	505.85842618	493.80888851	434.81794349	35.92850269	24.04625333	23.29428892	32.63234452	383.57268864	43.56119004	49.79075016	41.84111062	72.33966269	598.67513451	455.715119724	439.575882547	459.863556078	442.361680782	428.8889843	278.31681694	444.910143193	406.46466237	477.575582075	569.17534741
K00090	0.52020684	31.37819766	0.11025629	0	0.7150692	0.2585865	0.5844041	0.7864666	0	0	0	0	0	0.8410321	0	0	0	0	0	0	0.88523114	1.01632376	2.586194	0	1.47476119	0.81718725	0	1.5921098	0.22898793	0.52183555	0	1.19701251	0	0.24499062	0	0	1.04397639	0	0.2865922	0.55878625	40.81162183	46.81887013	108.45677182	60.625427074	20.213265557	159.480775795	78.62556703	7.56172338	46.068717014	45.01933555
K00091	45.027313917	70.39864431	24.78230882	22.95438522	21.98322214	14.17816353	16.642350592	31.800361537	29.92302003	15.744950153	5.245136788	1.13882136	3.45094773	6.07807559	1.404068355	0.995013094	1.46068405	1.40857245	0.52217681	0.22504233	61.283419685	111.771184438	86.931122516	52.31176575	91.49078941	50.99897298	45.85797569	28.31160195	18.72396719	51.118241505	5.44867872	4.864584775	6.255385915	3.76837707	53.36968875	3.74393685	9.16020303	8.03811123	15.467595006	6.20762287	49.146292349	51.50797678	36.01866478	66.40433361	92.833969847	59.018551366	70.735329771	110.51236899	51.28945948	81.531649151
K00096	43.009848122	15.960445114	14.31552431	41.16252137	24.18396381	24.484115895	18.557776144	32.949661916	9.42760249	11.981852135	5.192171216	2.41636465	0.98322156	5.407222045	5.255469018	0.25239091	5.10867999	4.51683079	0	0.47193427	57.370646495	74.014893204	113.960198605	70.23832376	122.35411633	99.973554828	66.19271605	10.56912989	39.122952244	72.503390901	3.54955548	6.36625315	7.158025345	6.10794892	0.37404773	8.03629244	8.90766819	11.24172756	22.279780016	5.06458228	38.719917587	58.106833354	5.0150247	10.564467541	62.08036386	19.824986105	17.33085643	62.6445695	29.815493354	35.290246538
K00097	162.474900505	151.205905406	41.891319135	66.5971954	23.353686706	49.70940709	29.389365202	109.695547991	7.025337794	46.22213188	13.401999769	5.511768944	12.318528386	36.965304885	5.856335544	0.79665559	34.758609	9.41972023	1.98231731	4.01629007	72.24255941	167.923294068	147.447916126	73.38023383	147.97888376	123.525359194	90.506705625	22.62918072	56.48589629	113.535841144	31.411053816	13.817042109	14.298425898	22.67926794	6.18146346	29.13116445	26.98687704	23.62621588	42.61083403	11.833627854	89.534419594	105.259462466	142.921311244	131.226314535	91.431719968	177.57894446	112.509613938	83.279443355	94.998084494	100.320425944
K00098	0.12709872	32.06053573	0	0	2.86663544	0.0905053	0.114093445	0.20727977	0.07891499	0	0	0	0	0	0	0	0	0	0	0	0.3087099	3.92786287	2.1057951	0	1.00464422	2.03958845	0.808311946	0	0	0.87745142	0	0	0	0	0	0	0	0	0	0	0.954812293	1.7971986	3.53838882	3.2297057	2.32689657	4.74352453	1.37342884	16.80874584	0.56690191	2.44717339
K00099	105.151412337	148.045900968	45.38325595	75.7713646	74.76888711	51.420648068	42.731073424	102.659924159	389.875189294	34.057226676	13.33588552	4.98254232	9.470628636	8.172010315	6.93964802	1.76604417	12.9212044	8.839132948	0.71264824	1.11788051	132.952700639	211.24394565	239.454573355	122.96292892	265.760412076	225.495594703	150.242443615	43.715804292	103.820690043	196.518017694	14.65688615	15.655530724	19.455151732	14.585751897	19.201082144	20.5900578	28.796034694	28.352685215	47.082789721	18.813702125	111.324242364	156.969364561	139.779851367	110.923694817	127.567952005	179.784172405	117.642111236	182.94587026	125.011420633	114.030713825
K00100	1.81023075	149.27110468	0.32843175	2.67819129	137.14695052	2.78364981	0.992937375	1.799307726	187.81422	0.25523146	4.72862068	0	0.35177274	0	0.10897863	0.956042335	0	0.7486425	0	0	23.79548722	15.12596897	2.6688595	88.79407194	7.921332813	19.00740349	57.6781803	309.926561342	182.875462825	40.38858463	0.11627308	0.64628597	0.92442517	1.60606698	100.54955607	0.57211516	0.40486166	0.86038543	1.96205323	374.21105471	172.06220708	79.449660305	47.20878516	117.492822076	92.466079912	10.34838032	56.06488793	35.79616909	131.28089961	110.39786444
K00101	0.81373251	24.81590285	0.7020515	1.51835186	5.4864651	0.65616322	0.36089721	0.24280652	0.2506433	0.7093861	0.4549661	0	0.43939061	0.5538383	0.13917208	0.38546148	0.30581334	0	0.18340604	0	1.6614333	3.3837517	1.0805185	1.74834356	1.93353136	2.50450731	1.549156765	0	0	1.23776098	0.38224221	0.16428642	0.25518274	0.10277918	0.4413134	0.28701338	1.264486	0.17057557	0.19616266	0.32210568	36.56722756	56.88447565	211.29476401	80.4056258	18.981974815	191.7756527	93.0641562	45.63524586	39.879618462	45.97848168
K00102	4.824797229	3.91217144	1.78005083	11.813250134	5.29761401	2.453976756	1.847628219	1.85012499	0.80486244	1.20429558	0.2292639	0.18737581	0.85206943	1.71420674	1.0447873	0.3843445	0.76625896	0	0.18096945	0	6.72341505	4.0859147	10.140944545	3.22544621	12.59390035	5.946504606	6.061904952	17.04654212	4.12049247	5.97924913	0.19229773	1.16814046	0.67272983	0.75310292	0.17685385	0.43730024	2.41389287	1.402220096	2.43244552	1.01064456	49.04886555	39.00474318	130.121906486	65.730310924	16.44487463	30.24906403	58.44555435	41.03751816	46.67332574	41.20732999
K00104	37.767303918	86.39497146	8.52110657	28.39544061	15.52695415	13.479510746	9.097642756	12.5418022	9.738958734	9.59208485	3.18919828	2.51848015	1.30841191	4.64766518	1.267425755	1.08008661	6.87288355	1.55070251	0.74610421	0.72775507	16.06171466	22.80274329	44.53249934	37.48512491	63.282221756	29.150807931	61.7101861	9.07407854	78.49012587	45.539973	2.38324354	5.28920582	2.8243975	2.46016173	31.04225746	5.28841393	11.43284016	7.195833936	8.13688977	17.05608889	58.209905354	45.109926738	102.338053524	38.51972016	36.987760854	55.2286699	59.614584786	249.75099749	57.12735598	64.776514385
K00108	2.41150461	3.39054126	0.76600774	5.3951063	0.55479515	1.08330374	4.898986947	0.11492229	0	0.72686185	2.37642023	1.20356156	1.52498142	1.99848633	1.38000846	9.34369131	1.75454051	3.4660801	1.796514723	0.908038133	1.0666913	1.3871868	16.69411991	1.02294192	1.02656566	0.0751398	0	0	1.03022092	0.20053071	1.09898283	0.48019229	1.627202386	1.18651806	0	0.34765008	0.65707262	0.86180097	3.50478981	0	48.32907439	50.505759645	142.054864137	166.107338445	27.857370951	138.456279015	149.29247658	171.458806916	54.94550695	75.509227565
K00111	213.556743683	179.155822118	58.427149663	126.743214116	89.89840418	82.659338986	34.06648262	90.006217516	460.23074115	56.627953762	19.06849919	6.42259914	23.0310691	57.81068362	13.246782069	4.12169292	41.741156749	6.468143026	3.97196653	5.0058338	222.786793998	188.934468681	242.988918433	230.789284345	211.042884296	197.390949912	158.500770695	97.67980781	154.217557596	173.386054795	44.251067114	20.527731712	34.48176803	31.299073959	110.99604924	41.89093294	66.38367528	36.764919615	45.186356919	46.812757272	195.3027403	180.628139156	297.825196571	141.31608941	116.58826108	383.682134186	286.915104351	269.60901724	187.257027621	123.835970893
K00112	7.02383458	34.8901428	0.466094278	2.94126438	1.6002752	4.5228681	2.19975558	6.35056143	1.77250394	1.65773664	0.18553382	0.59198606	0	0.31438497	0.2506917	0	0.2685868	0.47962098	0	0	4.77685068	8.77921217	11.76322753	18.19369496	16.14636619	10.26892332	3.845704335	1.15140007	9.08257883	6.91573595	0.6350708	0.73470465	1.06598105	0.36244267	0.1442755	1.71197362	3.40010022	1.9991864	2.10485228	0.74416826	16.215220843	27.880719899	22.41622777	10.10396652	10.21861144	85.35719253	24.48298669	25.95586902	15.37274839	13.40312501
K00113	10.75506323	39.0109845	1.4836434	4.64502156	4.08491486	9.47845927	2.057647914	6.07978604	4.02324493	1.65973661	0.79446145	0.67473984	0.30413489	0.55177138	0.22048092	0	0.7409339	0.450461571	0	0.2276967	3.92204328	30.38175503	17.136094645	15.649546	17.96631761	13.84127657	4.37887201	1.47136694	15.15337742	9.63473672	1.21730645	1.10514117	0.871745354	0.41830313	0.14710453	2.20296261	3.08126929	2.75346944	3.3285163	0.502607834	17.31951605	38.017665316	24.07872471	11.5496576	19.27397978	102.18640698	27.08904349	79.394363075	18.38591892	17.09255823
K00114	7.3227372	0.69033795	1.08841725	0.44342107	3.46938887	0.31208718	0.60487207	1.5380847	0.22416434	0.67816198	0	0	0	0	0.14978947	0	0	0	0	0	0.24767953	3.19702882	0.67317939	0	0.51201062	0.21338242	0	0	0	0	0	0.73182136	0	0	0	0.6442036	0.30461034	1.2327312	0.98107531	0.15455137	0.9146964	0.43501542	2.88619622	1.48357811	2.84771436	16.31428687	4.25069081	157.09535361	1.54382948	3.312890179
K00116	4.75137119	46.08530149	3.01045877	5.03235011	12.24172941	0.84139452	0.91591958	0.77981867	1.32015775	1.86908817	0.67972164	0	1.299761666	2.01817365	0	1.10922326	1.04074738	0.27315861	0.77293092	0	6.12248462	3.17706571	4.44805764	5.348269433	7.22724344	3.47210762	6.99816204	10.29905515	1.82997867	3.55574793	0.60417288	1.09964899	0.80363478	0	0.27238747	0.76322248	3.57498337	1.03012708	1.32439783	0.61432367	34.07928666	52.29893773	109.922550185	105.354831916	29.329472626	207.097031374	135.94487933	23.96717461	47.02544788	65.887801345
K00117	2.56523828	10.13632739	1.304490765	1.97799496	1.93012556	0.37083128	2.095059	1.08429989	0	0.0850986	0.1140123	0.12614669	0.106964394	0.35778478	0.115551904	0	0.13124762	0	0	0	1.51148895	2.56636894	8.63563612	0.5200062	3.977314346	1.69084769	0.35762651	0.668907	1.09284851	3.06782022	0	0.580011314	0.43824325	0.14059132	0	0.44911659	0	0.23969778	1.04868672	0	58.361317716	54.71468817	140.552831846	112.16001945	23.20976794	162.89020573	122.73588868	45.73623412	72.380956594	64.711937665
K00121	2.34747958	50.75855058	1.18614945	0.6335487	4.87463212	0.720362	0.41722636	0.77045381	0.99989182	0.86351707	0.70058846	0	0.33651282	0.86679233	0	0.39995432	0.31901929	0.20549653	0.3447	0.0989778	3.38392625	3.79928823	2.10954081	6.34361726	2.83462476	2.300684766	2.38336201	9.44793507	2.61680152	1.60158793	0.19502537	0.39312563	0.23887262	0	0	0.33967647	1.2115182	1.33640989	1.07444316	3.65065386	68.0459703	47.46359123	233.612832318	173.36514434	28.596063885	216.202613124	86.17207808	200.37660966	78.1733209	96.070036225
K00123	111.427264203	105.11698978	28.71618519	77.04728779	54.04777711	76.883063605	43.191849704	31.262793456	9.72367664	36.52511836	11.63537391	10.07168516	6.466050428	7.593078137	11.60138802	1.67894293	25.643760305	7.662056491	1.67752517	4.245745874	51.39600805	48.325618174	194.11542722	170.474609086	228.369147824	82.87611492	149.523299975	9.15478749	128.76114358	134.14497982	15.404844846	19.090963167	11.736974167	11.86451631	1.0778971	29.6370181	30.015652138	30.88333512	56.68107412	1.87439559	107.765964115	176.472484957	106.44844962	63.786817544	110.749293903	555.44702049	203.388188904	240.105555805	134.46228779	90.481691705
