gene	Peri_vs_Esin	Bger_vs_Esin
M00531	-6.64120758362244	-2.19726710980014
M00016	-6.64120758362244	-4.80179401777599
M00025	-6.88933992495351	-7.22470196849461
M00845	-7.08300083509903	-7.92185643815845
M00035	-7.1471327294557	-9.4199298829346
M00923	-7.16006125137597	-8.90273482720017
ko01053	-7.16937162247703	-4.04919090390333
M00850	-7.20279978837759	-3.5713456247
M00878	-7.22183590280606	-4.32042424770154
M00973	-7.22183590280606	-10.1416574426075
M00023	-7.27107807412183	1.3049392737236
M00916	-7.47912369561069	-2.45038345491057
M00990	-7.74252445400045	-10.537332719452
ko00930	-7.93668787278884	-7.41395352733062
M00017	-8.02242757588877	-3.21490831903669
M00921	-8.3480893783806	-7.41329083175433
M00539	-8.3480893783806	-7.27089204919723
ko00982	-8.46015791784139	-3.68784704535681
M00113	-8.54168873136575	-7.41395352733062
M00861	-8.54168873136575	-7.41395352733062
M00087	-8.577242955846	-8.67453681327319
M00082	-8.78107544539964	-10.3136867782829
M00595	-8.93432963504442	-7.40486060955674
M00842	-9.04606562381171	-8.77077989673402
M00843	-9.04606562381171	-8.77077989673402
M00887	-9.19299269909858	-9.72050955492419
M00175	-9.19299269909858	-6.17251698612159
M00085	-9.52865014468734	-3.56138682361173
M00033	-10.0270179721797	-9.85529779742859
M00736	-10.0434974294892	-9.6047076744996
M00155	-10.0669248572937	-9.54296217080162
ko00571	-10.184834269359	-10.122715632743
M00013	-11.354707080537	-11.3167349733927
M00886	-11.3765371677604	-10.7775804609505
M00555	-11.3956052320707	-10.1416574426075
ko00625	-11.6947076344346	-7.61510837952912
M00544	-11.6947076344346	-7.51453704051418
M00885	-11.6947076344346	-10.7775804609505
M00889	-13.7395527513128	-10.7775804609505
ko00984	-14.5516781630693	-12.6144107216112
M00830	-19.1168460889278	-13.1771101144238
